Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ENSG00000221440	1.6656504590625558	-0.9040243279714807	0.3618163114799589	0.0024848953612125572	0.014291424955786138	TRUE
ENSG00000188785	1.168909366884981	-0.9047678794870105	0.27846041126476906	0.6946265001154237	NA	NA
ENSG00000146802	1.2394586058792376	-0.9048236945120333	0.27806937540420157	0.8375656967197597	NA	NA
ENSG00000264519	1.2394586058792376	-0.9059366380755098	0.2780835579408724	0.8375656967197597	NA	NA
ENSG00000132953	1.4006674078087886	-0.90992688546575	0.27209291635694843	0.20600652910510484	0.2970030611887846	FALSE
ENSG00000212534	1.9642688214233057	-0.9120250690835108	0.3302428223002151	2.584145943562401e-4	0.0026992111485120702	TRUE
ENSG00000164244	1.151993609338606	-0.9131933188164701	0.2806992433312348	0.7159919785205475	NA	NA
ENSG00000075420	2.497849893640797	-0.9138820392361353	0.4100528871774083	0.004855099302489992	0.022791013942040778	TRUE
ENSG00000156735	1.5128159129459045	-0.9140317211809409	0.30442343516106873	0.08043058480211893	0.15852054709415506	FALSE
ENSG00000169981	1.5554108618641314	-0.9141803049883228	0.32383797093913713	0.25836097647323286	0.35148476922439814	FALSE
ENSG00000229989	1.6763123342759612	-0.9172610047771937	0.36460566493740054	0.0023159047605598015	0.013557579183941825	TRUE
ENSG00000166377	1.5216317035683555	-0.9172951836513011	0.27275177778535037	0.049136261379753625	0.1109018926813356	FALSE
ENSG00000147536	2.0949359398316187	-0.9183432340337522	0.37303295154527494	0.21802667674747175	0.30941201852833855	FALSE
ENSG00000116128	1.8898694134713643	-0.92078056748796	0.37288389819307827	0.39528425262521166	0.4947238678906896	FALSE
ENSG00000216171	1.1591680363953514	-0.9214647472568991	0.29331688204211326	0.38897412931965103	NA	NA
ENSG00000230392	1.1591680363953514	-0.9215022585893035	0.2933174007152603	0.38897412931965103	NA	NA
ENSG00000196381	1.1591680363953514	-0.9215159346068504	0.29331758983690615	0.38897412931965103	NA	NA
ENSG00000265123	1.1591680363953514	-0.9215159346068504	0.29331758983690615	0.38897412931965103	NA	NA
ENSG00000269106	1.1591680363953514	-0.9215159346068504	0.29331758983690615	0.38897412931965103	NA	NA
ENSG00000275788	1.1591680363953514	-0.9215159346068504	0.29331758983690615	0.38897412931965103	NA	NA
ENSG00000197070	1.458518538597165	-0.9233950759404416	0.294486258976657	0.10913198020992484	0.19743437522683085	FALSE
ENSG00000154237	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000165323	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000184185	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000206417	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000223546	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000250548	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000255346	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000267169	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000268205	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000280422	1.1442005449469024	-0.9237759792714844	0.29295330324691105	0.456531250258087	NA	NA
ENSG00000277255	1.7368985613198227	-0.9249937973967471	0.3593477113541383	0.0020362208491146545	0.01231114664569105	TRUE
ENSG00000178163	2.709111190742016	-0.9285926872555088	0.40203441071042095	0.4907921543006142	0.5874978842027229	FALSE
ENSG00000216135	2.3675143751918815	-0.9298650500618686	0.40265954202411425	0.003886222400003334	0.01948870892786878	TRUE
ENSG00000281344	15.460611557878716	-0.9306619809377878	0.5049038679095165	0.010434631791296183	0.03936659379303924	TRUE
ENSG00000085721	2.280073265183912	-0.932261240305929	0.38911870490324996	0.900014365704466	0.9274013059124055	FALSE
